Municipality,Agriculture,CommercialServices,Domestic,Industry,PublicBuildings,PublicLighting,Total
Arronches,1123452.0,1670304.0,3625232.0,582459.0,1168640.0,805152.0,9400565.0
Arruda dos Vinhos,2143552.0,10208194.0,15450180.0,4361384.0,1271800.0,1146682.0,36406739.0
Aveiro,5349646.0,105267255.0,84435662.0,517920586.0,25996964.0,8288900.0,759126208.0
Avis,8692454.0,4289661.0,4874232.0,19429564.0,1015841.0,980228.0,39893616.0
Azambuja,7859349.0,67579506.0,24377146.0,48959551.0,3513166.0,2161711.0,157555375.0
Baiao,311024.0,8033380.0,14754334.0,3515164.0,1711205.0,2353923.0,36200916.0
Barcelos,4992701.0,88066265.0,118607857.0,185856958.0,6691405.0,14277336.0,437070940.0
Barrancos,33122.0,667379.0,1514589.0,1677184.0,284307.0,189013.0,4635774.0
Barreiro,7690156.0,52193542.0,65928133.0,63277319.0,12963140.0,5557441.0,218943701.0
Batalha,2219715.0,26450794.0,16933835.0,29216372.0,1432574.0,2474518.0,81596048.0
Beja,26464420.0,39553927.0,37158762.0,36337702.0,11623443.0,3190574.0,159163654.0
Belmonte,471155.0,3127863.0,6721020.0,2061769.0,1157531.0,515293.0,15257625.0
Benavente,18373477.0,31803384.0,33497102.0,48007856.0,4315258.0,2579979.0,143710930.0
Bombarral,10018094.0,22104213.0,14154047.0,3043919.0,1220731.0,1207169.0,54414284.0
Borba,1988485.0,4694871.0,8468480.0,5589900.0,932113.0,844206.0,23666359.0
Boticas,25357.0,2583988.0,3969379.0,7489077.0,1443672.0,1707740.0,18793640.0
Braga,2120306.0,243732141.0,179343522.0,195426836.0,13952026.0,15413805.0,680214560.0
Braganca,627721.0,37194090.0,41402695.0,19262912.0,8301470.0,7123415.0,119842729.0
Cabeceiras de Basto,273787.0,7534443.0,13210694.0,3994460.0,2355523.0,6639023.0,36978623.0
Cadaval,5837212.0,17498788.0,15229216.0,4654833.0,1467746.0,2028737.0,49618754.0
Caldas da Rainha,6472274.0,53673870.0,59666495.0,41553444.0,8318889.0,5723680.0,185453740.0
Calheta (Acores),61591.0,2440966.0,4044054.0,3071719.0,332953.0,617568.0,10568851.0
Calheta (Madeira),281184.0,10654202.0,11116763.0,1438429.0,1926528.0,6329548.0,35371697.0
Camara de Lobos,874205.0,15420734.0,20392008.0,14024374.0,1586004.0,8847242.0,69294895.0
Caminha,299185.0,12923321.0,23223554.0,3338693.0,2027235.0,3142291.0,48036533.0
Campo Maior,7227001.0,6679603.0,11128004.0,22696828.0,1280321.0,935835.0,51576870.0
Cantanhede,12531420.0,28321072.0,34208388.0,98294029.0,3523537.0,5344857.0,189721793.0
Carrazeda de Ansiaes,646952.0,3683350.0,5682641.0,911451.0,1403773.0,1828574.0,15322650.0
Carregal do Sal,2802607.0,4743621.0,8020499.0,7780926.0,1081427.0,1490706.0,27967644.0
Cartaxo,8039975.0,19699137.0,27664654.0,34149965.0,2468985.0,2225627.0,97943271.0
Cascais,1336457.0,250494625.0,273001268.0,40371446.0,16175193.0,15215309.0,631355522.0
Castanheira de Pera,40522.0,2011867.0,2925741.0,3046171.0,539165.0,894216.0,9648674.0
Castelo Branco,2491466.0,50923780.0,60402623.0,39201092.0,12656793.0,10493535.0,186449493.0
Castelo de Paiva,185424.0,7585992.0,13016802.0,14140599.0,1365974.0,3157366.0,42181983.0
Castelo de Vide,333619.0,3224717.0,4095220.0,5953206.0,1012094.0,784316.0,15807909.0
Castro Daire,583692.0,8508707.0,11718672.0,4094515.0,3198968.0,3228614.0,34719113.0
Castro Marim,964936.0,8738966.0,12074802.0,17187409.0,1430324.0,2046154.0,43633932.0
Castro Verde,1642245.0,4362742.0,7682533.0,279128919.0,1521361.0,1355673.0,296791280.0
Celorico da Beira,1147594.0,3463972.0,6211681.0,2601362.0,1010453.0,1866713.0,17620467.0
Celorico de Basto,137894.0,5811123.0,13306166.0,15680347.0,1805102.0,2827190.0,43894343.0
Chamusca,8204833.0,6927935.0,9909777.0,32105286.0,723845.0,2123414.0,61376247.0
Chaves,1601713.0,31011507.0,38795386.0,22004701.0,7351119.0,7801970.0,118542165.0
Cinfaes,87280.0,5966009.0,15000591.0,3264314.0,1704545.0,3181026.0,33194067.0
Coimbra,2328887.0,197477199.0,168175352.0,206526385.0,56748669.0,17241790.0,664483096.0
Condeixa-a-Nova,210034.0,8456213.0,16044794.0,17713545.0,2027267.0,1816514.0,48108682.0
Constancia,654862.0,1810067.0,4210419.0,96173011.0,4504072.0,1321457.0,109247930.0
Coruche,24513278.0,10807674.0,21292450.0,31821258.0,2097463.0,1855512.0,101881381.0
Corvo,113537.0,596968.0,640683.0,43264.0,43102.0,42547.0,1480101.0
Covilha,1814267.0,57671268.0,55085724.0,65670328.0,10163319.0,8966403.0,207587062.0
Crato,691496.0,1927271.0,4193471.0,1036465.0,1242973.0,872957.0,10502266.0
Cuba,2252758.0,2411676.0,4792251.0,5486201.0,978585.0,324489.0,17091119.0
Elvas,10469442.0,18754777.0,24448663.0,5924432.0,5536953.0,4262888.0,73555095.0
Entroncamento,252815.0,13144618.0,19218731.0,6374805.0,2351092.0,2245225.0,76940794.0
Espinho,188454.0,25701054.0,33783245.0,17322657.0,3973469.0,2939350.0,89611879.0
Esposende,1658942.0,25414125.0,39781630.0,29599633.0,1832683.0,4604422.0,109781494.0
Estarreja,883854.0,15520873.0,25438762.0,631179633.0,2441691.0,3867073.0,713212399.0
Estremoz,3222797.0,14570075.0,15006710.0,5848286.0,3840718.0,2187356.0,46410127.0
Evora,8259859.0,73711313.0,75461500.0,94499883.0,14422937.0,6977376.0,281057646.0
Fafe,149314.0,28273930.0,42863799.0,45049006.0,3290334.0,6092429.0,135282217.0
Faro,5771357.0,123539473.0,87086708.0,17286214.0,15619821.0,8241099.0,265610075.0
Felgueiras,3469641.0,36737644.0,54170177.0,66342450.0,4753600.0,5545163.0,180788383.0
Ferreira do Alentejo,23240028.0,4745735.0,8764514.0,14575626.0,2100942.0,1124381.0,55797578.0
Ferreira do Zezere,10197361.0,4756320.0,9640750.0,12555224.0,1092531.0,1467502.0,41282578.0
Figueira da Foz,4295765.0,75447302.0,65106237.0,1260781204.0,5835299.0,7876738.0,1428854097.0
Figueira de Castelo Rodrigo,813682.0,3112942.0,5228485.0,1389515.0,1070589.0,1892735.0,14460475.0
Figueiro dos Vinhos,46630.0,2516659.0,5735869.0,1061025.0,2025491.0,1764551.0,13658366.0
Fornos de Algodres,442352.0,2997447.0,3748076.0,1455257.0,627078.0,1089427.0,11256879.0
Freixo de Espada a Cinta,312158.0,1588508.0,3875352.0,1412127.0,937881.0,822339.0,9507165.0
Fronteira,2323960.0,1648735.0,3679866.0,507743.0,386234.0,675283.0,9711979.0
Funchal,340749.0,227732080.0,93241322.0,14477095.0,22971490.0,16527249.0,389897441.0
Fundao,6076096.0,24766808.0,31381584.0,15533586.0,4834995.0,5837352.0,93468098.0
Gaviao,220058.0,2045565.0,3761703.0,2033849.0,936448.0,806617.0,10392649.0
Gois,123806.0,1880111.0,4247592.0,369618.0,1224378.0,1635099.0,9873813.0
Golega,9240447.0,4120941.0,7468849.0,4354688.0,2040901.0,733770.0,28915926.0
Gondomar,5895657.0,88538494.0,162035234.0,75060163.0,6928093.0,14059641.0,387586542.0
Gouveia,428213.0,7287126.0,11375958.0,5556714.0,2238802.0,3182901.0,32585625.0
Grandola,8134918.0,23452864.0,24089804.0,7604603.0,3591810.0,2941187.0,72008493.0
Guarda,1372795.0,43241904.0,41159761.0,62496700.0,12022483.0,7499362.0,177161900.0
Guimaraes,2986228.0,160693645.0,168583046.0,366625478.0,11846395.0,12594808.0,748330182.0
Horta,310250.0,17754405.0,16646025.0,4910004.0,2074304.0,1726723.0,43422217.0
Idanha-a-Nova,4232451.0,5868111.0,10784579.0,1255475.0,3208847.0,3300181.0,29952105.0
Ilhavo,18871239.0,34431060.0,40051804.0,119959410.0,5068666.0,4286895.0,229165619.0
Lagoa (Acores),1869746.0,11466013.0,13510310.0,9444990.0,411455.0,1892988.0,38595502.0
Lagoa,2332379.0,57923131.0,60756899.0,8330245.0,5085810.0,4263317.0,142409307.0
Lagos,5214964.0,58227366.0,70068742.0,14503436.0,5423063.0,5322137.0,163926060.0
Lajes das Flores,19562.0,3052611.0,2602768.0,382128.0,538651.0,410382.0,7006102.0
Lajes do Pico,51319.0,3248308.0,5308330.0,2908863.0,263176.0,1009355.0,12790228.0
Lamego,2205481.0,21375604.0,22843459.0,15726146.0,6012955.0,4842204.0,77092499.0
Leiria,12743250.0,140392818.0,142908571.0,309320756.0,13661276.0,14347625.0,653078812.0
Lisboa,9465044.0,1656715763.0,659113118.0,158439591.0,240475940.0,59977030.0,3036267182.0
Loule,12273555.0,193819351.0,198922078.0,68423679.0,10766090.0,14700632.0,509443759.0
Loures,13475469.0,262550829.0,173559667.0,238246339.0,13748980.0,16936861.0,744058575.0
Lourinha,6626629.0,20732569.0,30127498.0,12890106.0,1613854.0,3664818.0,81354880.0
Lousa,883076.0,9320141.0,17039713.0,22662205.0,2333853.0,1871120.0,56882455.0
Lousada,808700.0,24814901.0,38559435.0,28337245.0,2734915.0,2145934.0,109690686.0
Macao,404659.0,7205504.0,7400278.0,6616740.0,1282284.0,2364184.0,26470941.0
Macedo de Cavaleiros,1656454.0,9153786.0,14426271.0,6307755.0,4216657.0,4541147.0,43776655.0
Machico,320217.0,19006612.0,15742062.0,12239292.0,2492492.0,8173735.0,62197598.0
Madalena,106440.0,7334857.0,7574153.0,2436063.0,1023903.0,898732.0,19374311.0
Mafra,4326199.0,79621634.0,97715459.0,41467070.0,9844268.0,9551016.0,254093635.0
Maia,12882724.0,245414638.0,151622734.0,875010106.0,10855375.0,15581533.0,1363636484.0
Mangualde,1086103.0,13575340.0,23371726.0,118782359.0,4438974.0,4029373.0,173090924.0
Manteigas,4210.0,2747927.0,2975117.0,1365369.0,619725.0,899749.0,9072636.0
Marco de Canaveses,4849727.0,24344542.0,43704340.0,38098283.0,4062376.0,6704636.0,139045699.0
Marinha Grande,162954.0,33381280.0,45218759.0,425819697.0,5611147.0,3701500.0,519091792.0
Marvao,400279.0,2430545.0,3929286.0,2671053.0,622227.0,761991.0,11240518.0
Matosinhos,8683701.0,289681840.0,192328656.0,319690215.0,14992344.0,16458598.0,870949437.0
Mealhada,2099783.0,16082230.0,19098034.0,59997298.0,2526441.0,2112143.0,104606093.0
Meda,223038.0,3146617.0,4652874.0,1297141.0,968238.0,1795500.0,13041050.0
Melgaco,77160.0,4680408.0,10103519.0,2779057.0,1900618.0,1700835.0,22292592.0
Mertola,966493.0,3343784.0,7733379.0,876905.0,1391349.0,1668491.0,17879159.0
Mesao Frio,97746.0,2273669.0,2821918.0,514142.0,511030.0,961608.0,7956994.0
Mira,16602961.0,9032429.0,14832400.0,8017042.0,2443227.0,2205326.0,56216801.0
Miranda do Corvo,143253.0,6659072.0,11535285.0,2024556.0,1457250.0,2036040.0,25729969.0
Miranda do Douro,184335.0,5112813.0,8373688.0,5780566.0,3284552.0,2169867.0,25923119.0
Mirandela,970715.0,19684125.0,23271704.0,7312641.0,5835665.0,4285067.0,66591154.0
Mogadouro,227787.0,5419943.0,8574756.0,3814573.0,3553379.0,2961768.0,26197450.0
Moimenta da Beira,1069990.0,10525344.0,9083579.0,6116970.0,1451532.0,2786912.0,33154771.0
Moita,2824077.0,26594160.0,52674731.0,26102302.0,5588633.0,4233368.0,128602981.0
Moncao,537231.0,14190180.0,20468341.0,14028223.0,2472596.0,3483717.0,58369506.0
Monchique,175537.0,7266795.0,7431265.0,2956033.0,3218157.0,1008953.0,22897962.0
Mondim de Basto,62195.0,3533031.0,5875185.0,1608905.0,1070674.0,1123949.0,14710826.0
Monforte,1836696.0,1739036.0,3469287.0,1398016.0,906952.0,637978.0,11416256.0
Montalegre,154823.0,4324018.0,8807338.0,5254555.0,1536317.0,869399.0,23666028.0
Montemor-o-Novo,8723302.0,15745982.0,21404232.0,17922231.0,2660660.0,2133073.0,71058228.0
Montemor-o-Velho,1881113.0,11527938.0,29195732.0,2311139.0,4103954.0,3660037.0,55974545.0
Montijo,13224908.0,73245028.0,50585626.0,37182568.0,2806483.0,6984309.0,202217002.0
Mora,2691148.0,3633625.0,5970672.0,4071100.0,1391132.0,817493.0,19249697.0
Mortagua,196864.0,10013690.0,8534571.0,29393607.0,1383371.0,1844494.0,56645796.0
Moura,6931087.0,8876178.0,14426334.0,15963016.0,1840421.0,1276377.0,52658227.0
Mourao,865856.0,2366058.0,3123255.0,768661.0,604673.0,402570.0,8570447.0
Murca,69086.0,2186552.0,5540666.0,1556090.0,1011631.0,1645527.0,13346709.0
Murtosa,3203810.0,6615244.0,11346468.0,9385152.0,892573.0,2159922.0,36275589.0
Nazare,2284719.0,16001532.0,18567617.0,32481272.0,1504725.0,1908565.0,75570716.0
Nelas,879355.0,8826882.0,11563898.0,141377842.0,1395461.0,2935324.0,169437941.0
Nisa,671157.0,4111010.0,7641115.0,2010897.0,1162361.0,1160243.0,17834600.0
Nordeste,274418.0,2932495.0,4507334.0,630302.0,209508.0,855514.0,9409660.0
Obidos,6597756.0,21876452.0,20522130.0,10172201.0,3392766.0,2398912.0,67574573.0
Odemira,21798754.0,23669673.0,31154139.0,4557745.0,3119026.0,3556816.0,90634673.0
Odivelas,741879.0,86301138.0,120210890.0,25034784.0,7232052.0,10490098.0,269253147.0
Oeiras,3913497.0,334918149.0,179172091.0,62346867.0,26312970.0,10121075.0,641000587.0
Oleiros,37357.0,2396355.0,4666222.0,17229990.0,1157896.0,1895241.0,27951081.0
Olhao,5724128.0,39899915.0,50659990.0,9722287.0,4037715.0,4718326.0,121602708.0
Oliveira de Azemeis,5421926.0,33491512.0,90549411.0,244966802.0,4691636.0,5946394.0,392256110.0
Oliveira de Frades,4419777.0,7249862.0,9491769.0,20791008.0,1664772.0,1777586.0,46275238.0
Oliveira do Bairro,1373016.0,18299901.0,37741778.0,74285459.0,2635177.0,2945954.0,141921131.0
Oliveira do Hospital,829359.0,13486028.0,18178619.0,56209415.0,1972417.0,3782626.0,97661834.0
Ourem,6416186.0,65552480.0,45758008.0,38529934.0,2021787.0,7561997.0,174174919.0
Ourique,1275010.0,3085735.0,5763941.0,5250253.0,768899.0,907285.0,17832793.0
Ovar,1273287.0,43792661.0,68265657.0,182405708.0,4341783.0,7452051.0,315987413.0
Pacos de Ferreira,404504.0,45485180.0,46588455.0,105230959.0,6818977.0,2771171.0,220575381.0
Palmela,10219197.0,66949044.0,76749156.0,290334651.0,7328253.0,7946800.0,467758935.0
Pampilhosa da Serra,399206.0,2203737.0,4403180.0,1719925.0,1220169.0,1517343.0,11882623.0
Paredes,2362784.0,50576144.0,77556351.0,83675254.0,5005896.0,11013541.0,249569791.0
Paredes de Coura,271299.0,3399123.0,8184329.0,10680063.0,1164324.0,1863801.0,26790912.0
Pedrogao Grande,541488.0,1475448.0,4249574.0,14695526.0,610100.0,1097173.0,23201616.0
Penacova,160573.0,4960628.0,11858903.0,13476908.0,1756548.0,1855329.0,36648777.0
Penafiel,7277764.0,41491151.0,62537564.0,53795833.0,12305771.0,10015961.0,206162804.0
Penalva do Castelo,411414.0,3077237.0,6098526.0,1809205.0,1162684.0,1746551.0,16068046.0
Penamacor,364056.0,2721337.0,5271838.0,2488008.0,1091196.0,1860097.0,14514225.0
Penedono,67505.0,1214019.0,2568085.0,109540.0,1074267.0,1087486.0,6702041.0
Penela,863291.0,2914018.0,5646512.0,7630497.0,1056905.0,1068039.0,19624065.0
Peniche,8673530.0,33844470.0,30386185.0,18095550.0,2261655.0,2668401.0,101163548.0
Peso da Regua,444480.0,13159689.0,13541632.0,3779240.0,2060790.0,2252548.0,38170872.0
Pinhel,797503.0,3571735.0,8825342.0,3888015.0,1671532.0,2570984.0,22819126.0
Pombal,4024832.0,36176903.0,68207070.0,99502752.0,12723494.0,9183250.0,254026551.0
Ponta Delgada,6012740.0,113404327.0,73253914.0,29954046.0,5511143.0,7155892.0,235323215.0
Ponta do Sol,302956.0,4764648.0,6746203.0,2071659.0,1227737.0,3616410.0,21204922.0
Ponte da Barca,118412.0,6549327.0,10741866.0,3297513.0,1276282.0,1695546.0,25155789.0
Ponte de Lima,1090959.0,26364373.0,37499628.0,23498057.0,3698719.0,5845605.0,107840679.0
Ponte de Sor,3068808.0,15247163.0,16398880.0,8437216.0,3205968.0,2789865.0,52131827.0
Portalegre,3053801.0,20347979.0,26427207.0,53201194.0,7164555.0,3760876.0,116821843.0
Portel,3774460.0,3214679.0,6619203.0,62440580.0,1558570.0,1166557.0,80014290.0
Portimao,7262016.0,106099783.0,82606364.0,20599577.0,12778177.0,7383050.0,246303712.0
Porto,3085582.0,570573839.0,377387732.0,114590410.0,91288280.0,19484006.0,1226696242.0
Porto Moniz,41408.0,2874395.0,2034581.0,50920.0,1301437.0,2906713.0,9803432.0
Porto Santo,25137.0,14047241.0,5884906.0,9881396.0,1562415.0,1654111.0,33692608.0
Porto de Mos,1227780.0,38970962.0,25855650.0,56945874.0,4978790.0,3695811.0,135663482.0
Povoa de Lanhoso,578847.0,12360622.0,20154736.0,12778193.0,1460565.0,3673024.0,55515700.0
Povoa de Varzim,7695562.0,72598242.0,64108904.0,19633018.0,5944818.0,8732712.0,192637838.0
Povoacao,619788.0,7454895.0,6368305.0,884538.0,398126.0,970707.0,16696359.0
Proenca-a-Nova,1089491.0,3196601.0,7936721.0,2586441.0,1383760.0,2745680.0,19859641.0
Redondo,1430006.0,6393443.0,7878502.0,3360902.0,764427.0,889888.0,21886548.0
Reguengos de Monsaraz,1023496.0,9279946.0,13298033.0,8091256.0,1739821.0,1391280.0,36856539.0
Resende,173146.0,4712504.0,7904814.0,3022989.0,1736936.0,1851185.0,21967958.0
Ribeira Brava,121988.0,8453179.0,9552574.0,1513255.0,757957.0,5769507.0,29142057.0
Ribeira Grande,3138995.0,19458390.0,27509758.0,40594874.0,1201280.0,3227231.0,95141008.0
Ribeira de Pena,7752.0,5595046.0,5218120.0,2217473.0,1342957.0,1632099.0,17095053.0
Rio Maior,8868419.0,19400533.0,22467348.0,94392975.0,4231993.0,2644282.0,155443015.0
Sabrosa,1630673.0,2565132.0,4936133.0,4474641.0,825238.0,1494653.0,16885083.0
Sabugal,962864.0,6928906.0,11506968.0,5565837.0,2134998.0,1565222.0,31176312.0
Salvaterra de Magos,11074441.0,16209534.0,27921049.0,8155433.0,1520428.0,2912099.0,71608501.0
Santa Comba Dao,887478.0,7587678.0,10448620.0,4117478.0,1248180.0,1678637.0,27961730.0
Santa Cruz,947164.0,44415542.0,32936851.0,36956358.0,3820110.0,9498352.0,136173175.0
Santa Cruz da Graciosa,261750.0,3686940.0,4378311.0,3149802.0,503362.0,843934.0,12840378.0
Santa Cruz das Flores,7272.0,1162290.0,1727539.0,116056.0,257275.0,281315.0,3552659.0
Santa Maria da Feira,5208797.0,83606166.0,140893377.0,325771337.0,12431676.0,12720639.0,602307256.0
Santa Marta de Penaguiao,81363.0,1980860.0,4781650.0,2044768.0,633055.0,1126134.0,11912577.0
Santana,125417.0,4739988.0,5201696.0,1026792.0,1681334.0,4251395.0,18775836.0
Santarem,12487974.0,70178239.0,67821774.0,120902322.0,11222846.0,7645961.0,299429372.0
Santiago do Cacem,12672386.0,23475769.0,33524035.0,36544975.0,3222574.0,5220053.0,133594414.0
Santo Tirso,3157386.0,42716815.0,73041173.0,280149962.0,6929306.0,3570603.0,419579175.0
Sao Bras de Alportel,266707.0,6855534.0,18101608.0,4828037.0,2301954.0,1758864.0,35631481.0
Sao Joao da Madeira,144024.0,33336361.0,21366342.0,49472704.0,5398756.0,3061104.0,116421825.0
Sao Joao da Pesqueira,2082614.0,2803467.0,6667114.0,2046848.0,1445099.0,1260385.0,17614168.0
Sao Pedro do Sul,2288646.0,11225674.0,13503205.0,9828223.0,2270707.0,3488510.0,45308420.0
Sao Roque do Pico,14790.0,2155651.0,4361473.0,1632634.0,267684.0,809533.0,9241765.0
Sao Vicente,130963.0,4566569.0,4319429.0,665207.0,807786.0,4498725.0,16287145.0
Sardoal,147087.0,1402990.0,4039995.0,1226950.0,772260.0,877309.0,9047353.0
Satao,2308067.0,5076844.0,8938115.0,5472964.0,1397592.0,1860368.0,28068919.0
Seia,635624.0,20851982.0,21420408.0,14424118.0,3191269.0,5183015.0,69299755.0
Seixal,569272.0,115283338.0,151405993.0,784408695.0,15556542.0,12299771.0,1103550900.0
Sernancelhe,1032455.0,4166414.0,4758442.0,4470333.0,961292.0,1612961.0,18053896.0
Serpa,25090396.0,8824125.0,14289980.0,33973547.0,1994233.0,1707127.0,88637955.0
Serta,1558421.0,10087522.0,14493543.0,20176638.0,1910863.0,3937824.0,54651272.0
Sesimbra,1751957.0,39235767.0,62936866.0,13160700.0,9297484.0,6394311.0,141198841.0
Setubal,8242770.0,120691156.0,119031302.0,981281963.0,18120129.0,11816439.0,1277232993.0
Sever do Vouga,1385904.0,6454212.0,11927745.0,7277251.0,845601.0,2681653.0,32123634.0
Silves,12819938.0,49920132.0,62019940.0,23271910.0,5524290.0,5468130.0,164175688.0
Sines,1054252.0,46537500.0,82169899.0,1073517841.0,3912087.0,2213331.0,1210846368.0
Sintra,3629231.0,272979404.0,335131694.0,228479923.0,23374163.0,31589794.0,954413576.0
Sobral de Monte Agraco,787631.0,6028341.0,11247177.0,5958269.0,1174490.0,1028017.0,27720734.0
Soure,810840.0,7439862.0,18026058.0,13031717.0,3703834.0,3986898.0,73551500.0
Sousel,5206538.0,2506760.0,7125310.0,1986474.0,1409220.0,664275.0,19841605.0
Tabua,672548.0,5886825.0,10992189.0,11118443.0,1749680.0,2795835.0,34953355.0
Tabuaco,668269.0,2055084.0,4744510.0,3200408.0,1299380.0,1184571.0,14131636.0
Tarouca,1230992.0,7797886.0,6854862.0,1339489.0,1612316.0,967684.0,21300982.0
Tavira,3070803.0,35818609.0,47933844.0,11980559.0,3373703.0,5220824.0,112371406.0
Terras de Bouro,43736.0,5626227.0,6452375.0,3772369.0,1083965.0,1391502.0,19136534.0
Tomar,10340185.0,23587430.0,44196782.0,43599927.0,7937855.0,5337140.0,140530493.0
Tondela,6669979.0,16742692.0,23228159.0,53720090.0,3231447.0,4091928.0,112924751.0
Torre de Moncorvo,353814.0,4235589.0,7528467.0,37889727.0,1851234.0,2189422.0,55539306.0
Torres Novas,4664532.0,45903545.0,38244870.0,163347192.0,6749215.0,4682028.0,269164981.0
Torres Vedras,12654813.0,96393834.0,84562008.0,107680002.0,6731146.0,9153834.0,330554294.0
Trancoso,713752.0,5091963.0,8411896.0,5127313.0,1972047.0,2673218.0,25636478.0
Trofa,787319.0,41831954.0,41812104.0,96749176.0,2243601.0,5259983.0,194876841.0
Vagos,658037.0,14148800.0,22494712.0,37494034.0,1811290.0,3335542.0,85078867.0
Vale de Cambra,761211.0,11158304.0,22711716.0,61000445.0,3793586.0,2731608.0,104632142.0
Valenca,2227353.0,12523806.0,14853723.0,15463335.0,2663349.0,1847372.0,52080777.0
Valongo,13918606.0,67632678.0,91412682.0,60310580.0,6332804.0,2852201.0,262324276.0
Valpacos,687993.0,7416175.0,13352419.0,6159957.0,3010165.0,4143305.0,40126064.0
Velas,271432.0,4426169.0,5777804.0,4805410.0,118590.0,706823.0,16106228.0
Vendas Novas,1696239.0,12669351.0,13444823.0,13329751.0,1472272.0,1811888.0,46362443.0
Viana do Alentejo,4003957.0,2862038.0,6799012.0,1120710.0,723921.0,883746.0,17407625.0
Viana do Castelo,5249758.0,78489710.0,96140727.0,379294948.0,4259507.0,10880576.0,590253160.0
Vidigueira,3951776.0,3928537.0,5870243.0,25718609.0,1249518.0,487743.0,42286574.0
Vieira do Minho,75270.0,6769013.0,11223354.0,21283716.0,1160920.0,2205375.0,44819877.0
Vila Flor,5439669.0,4026150.0,6138690.0,3737752.0,1357334.0,2110926.0,24402175.0
Vila Franca de Xira,4263117.0,134357942.0,110560927.0,476944635.0,8529235.0,12076069.0,808007168.0
Vila Franca do Campo,1011576.0,7252696.0,9529848.0,1108577.0,435917.0,1010215.0,20353383.0
Vila Nova da Barquinha,818393.0,2936311.0,7231281.0,1745417.0,3391234.0,1541700.0,18577037.0
Vila Nova de Cerveira,118823.0,7754264.0,10707525.0,39171981.0,2268766.0,1454985.0,62905345.0
Vila Nova de Famalicao,5668468.0,103192140.0,135373422.0,555556372.0,13232282.0,14741176.0,848500572.0
